,,,,,,,,,159674,1
,,,,,,,,,143002,1
,,,,,,,,,124744,1
,,,,,,,,,151049,1
,,,,,,,,,155101,1
,,,,,,,,,152142,1
,,,,,,,,,148902,1
,,,,,,,,,135270,1
,,,,,,,,,103079,1
,,,,,,,,,155102,1
,,,,,,,,,139865,1
,,,,,,,,,85471,1
,,,,,,,,,106656,1
,,,,,,,,,116814,1
,,,,,,,,,59344,1
,,,,,,,,,5042,1
,,,,,,,,,30591,1
,,,,,,,,,104755,1
,,,,,,,,,32944,1
,,,,,,,,,109949,1
,,,,,,,,,112464,1
,,,,,,,,,8264,1
,,,,,,,,,173646,1
,,,,,,,,,173175,1
,,,,,,,,,29341,1
,,,,,,,,,160025,1
,,,,,,,,,170432,1
,,,,,,,,,171256_001,1
,,,,,,,,,171256_002,1
,,,,,,,,,139171_001,1
,,,,,,,,,139171_002,1
,,,,,,,,,139171_003,1
,,,,,,,,,139171_004,1
,,,,,,,,,139171_005,1
,,,,,,,,,139171_006,1
,,,,,,,,,139171_007,1
,,,,,,,,,139171_008,1
,,,,,,,,,139171_009,1
,,,,,,,,,139171_010,1
,,,,,,,,,150925_001,1
,,,,,,,,,150925_002,1
,,,,,,,,,150925_003,1
,,,,,,,,,140455_001,1
,,,,,,,,,140455_002,1
,,,,,,,,,140455_003,1
,,,,,,,,,140455_004,1
,,,,,,,,,140455_005,1
,,,,,,,,,93292_004,1
,,,,,,,,,93292_006,1
,,,,,,,,,93292_010,1
,,,,,,,,,93292_011,1
,,,,,,,,,93292_012,1
,,,,,,,,,93292_013,1
,,,,,,,,,93292_015,1
,,,,,,,,,93292_017,1
,,,,,,,,,149806_003,1
,,,,,,,,,151124_001,1
,,,,,,,,,151124_002,1
,,,,,,,,,155271_001,1
,,,,,,,,,151926_001,1
,,,,,,,,,151926_002,1
,,,,,,,,,151926_003,1
,,,,,,,,,151926_004,1
,,,,,,,,,151926_005,1
,,,,,,,,,157973_001,1
,,,,,,,,,157973_002,1
,,,,,,,,,141641_001,1
,,,,,,,,,141641_002,1
,,,,,,,,,141641_003,1
,,,,,,,,,141641_004,1
,,,,,,,,,141641_006,1
,,,,,,,,,140674_002,1
,,,,,,,,,140674_003,1
,,,,,,,,,140674_004,1
,,,,,,,,,140674_005,1
,,,,,,,,,140674_006,1
,,,,,,,,,140674_007,1
,,,,,,,,,140674_008,1
,,,,,,,,,151352_001,1
,,,,,,,,,137521_001,1
,,,,,,,,,137521_002,1
,,,,,,,,,137521_003,1
,,,,,,,,,137521_004,1
,,,,,,,,,137521_005,1
,,,,,,,,,137521_006,1
,,,,,,,,,137521_007,1
,,,,,,,,,137521_008,1
,,,,,,,,,137521_009,1
,,,,,,,,,137521_010,1
,,,,,,,,,164016_002,1
,,,,,,,,,164016_002,1
,,,,,,,,,149609_001,1
,,,,,,,,,149609_002,1
,,,,,,,,,149609_003,1
,,,,,,,,,147967_001,1
,,,,,,,,,147967_002,1
,,,,,,,,,169661_001,1
,,,,,,,,,169661_002,1
,,,,,,,,,136969_001,1
,,,,,,,,,136969_002,1
,,,,,,,,,136969_003,1
,,,,,,,,,136969_004,1
,,,,,,,,,136969_005,1
,,,,,,,,,136969_006,1
,,,,,,,,,136969_007,1
,,,,,,,,,136969_008,1
,,,,,,,,,136969_009,1
,,,,,,,,,136969_010,1
,,,,,,,,,136969_011,1
,,,,,,,,,136969_012,1
,,,,,,,,,169661_001,1
,,,,,,,,,169661_002,1
,,,,,,,,,171256_001,1
,,,,,,,,,171256_002,1
,,,,,,,,,138896_001,1
,,,,,,,,,138896_002,1
,,,,,,,,,138896_003,1
,,,,,,,,,147967_001,1
,,,,,,,,,147967_002,1
,,,,,,,,,93292_004,1
,,,,,,,,,93292_006,1
,,,,,,,,,93292_010,1
,,,,,,,,,93292_011,1
,,,,,,,,,93292_012,1
,,,,,,,,,93292_013,1
,,,,,,,,,93292_015,1
,,,,,,,,,93292_017,1
,,,,,,,,,149609_001,1
,,,,,,,,,149609_002,1
,,,,,,,,,149609_003,1
,,,,,,,,,137521_001,1
,,,,,,,,,137521_002,1
,,,,,,,,,137521_003,1
,,,,,,,,,137521_004,1
,,,,,,,,,137521_005,1
,,,,,,,,,137521_006,1
,,,,,,,,,137521_007,1
,,,,,,,,,137521_008,1
,,,,,,,,,137521_009,1
,,,,,,,,,137521_010,1
,,,,,,,,,136969_001,1
,,,,,,,,,136969_002,1
,,,,,,,,,136969_003,1
,,,,,,,,,136969_004,1
,,,,,,,,,136969_005,1
,,,,,,,,,136969_006,1
,,,,,,,,,136969_007,1
,,,,,,,,,136969_008,1
,,,,,,,,,136969_009,1
,,,,,,,,,136969_010,1
,,,,,,,,,136969_011,1
,,,,,,,,,136969_012,1
,,,,,,,,,150986_001,1
,,,,,,,,,150986_002,1
,,,,,,,,,150986_003,1
,,,,,,,,,150986_004,1
,,,,,,,,,150986_005,1
,,,,,,,,,72119_002,1
,,,,,,,,,72119_031,1
,,,,,,,,,137793_001,1
,,,,,,,,,137793_002,1
,,,,,,,,,137793_003,1
,,,,,,,,,137793_004,1
,,,,,,,,,137793_005,1
,,,,,,,,,137793_006,1
,,,,,,,,,137793_007,1
,,,,,,,,,137793_008,1
,,,,,,,,,137793_009,1
,,,,,,,,,137793_010,1
,,,,,,,,,155271_001,1
,,,,,,,,,141641_001,1
,,,,,,,,,141641_002,1
,,,,,,,,,141641_003,1
,,,,,,,,,141641_004,1
,,,,,,,,,141641_006,1
,,,,,,,,,157973_001,1
,,,,,,,,,157973_002,1
,,,,,,,,,151352_001,1
,,,,,,,,,139171_001,1
,,,,,,,,,139171_002,1
,,,,,,,,,139171_003,1
,,,,,,,,,139171_004,1
,,,,,,,,,139171_005,1
,,,,,,,,,139171_006,1
,,,,,,,,,139171_007,1
,,,,,,,,,139171_008,1
,,,,,,,,,139171_009,1
,,,,,,,,,139171_010,1
,,,,,,,,,150925_001,1
,,,,,,,,,150925_002,1
,,,,,,,,,150925_003,1
,,,,,,,,,151926_001,1
,,,,,,,,,151926_002,1
,,,,,,,,,151926_003,1
,,,,,,,,,151926_004,1
,,,,,,,,,151926_005,1
,,,,,,,,,140455_001,1
,,,,,,,,,140455_002,1
,,,,,,,,,140455_003,1
,,,,,,,,,140455_004,1
,,,,,,,,,140455_005,1
,,,,,,,,,140674_002,1
,,,,,,,,,140674_003,1
,,,,,,,,,140674_004,1
,,,,,,,,,140674_005,1
,,,,,,,,,140674_006,1
,,,,,,,,,140674_007,1
,,,,,,,,,140674_008,1
,,,,,,,,,151124_001,1
,,,,,,,,,151124_002,1
,,,,,,,,,149806_003,1
,,,,,,,,,167006_002,1
,,,,,,,,,167006_003,1
,,,,,,,,,169198_002,1
,,,,,,,,,165919_003,1
,,,,,,,,,97501_008,1
,,,,,,,,,98841_001,1
,,,,,,,,,150322_001,1
,,,,,,,,,150322_002,1
,,,,,,,,,150322_003,1
,,,,,,,,,150322_005,1
,,,,,,,,,7902_002,1
,,,,,,,,,7902_004,1
,,,,,,,,,7902_005,1
,,,,,,,,,7902_006,1
,,,,,,,,,7902_007,1
,,,,,,,,,7902_008,1
,,,,,,,,,7902_009,1
,,,,,,,,,7902_011,1
,,,,,,,,,7902_012,1
,,,,,,,,,7902_014,1
,,,,,,,,,7902_015,1
,,,,,,,,,7902_016,1
,,,,,,,,,7902_017,1
,,,,,,,,,7902_018,1
,,,,,,,,,7902_019,1
,,,,,,,,,7902_020,1
,,,,,,,,,7902_021,1
,,,,,,,,,7902_022,1
,,,,,,,,,7902_023,1
,,,,,,,,,5799_011,1
,,,,,,,,,5799_012,1
,,,,,,,,,5799_017,1
,,,,,,,,,5799_018,1
,,,,,,,,,139438_001,1
,,,,,,,,,139438_002,1
,,,,,,,,,139438_003,1
,,,,,,,,,149782_001,1
,,,,,,,,,149782_002,1
,,,,,,,,,149782_004,1
,,,,,,,,,155618_001,1
,,,,,,,,,155618_002,1
,,,,,,,,,116927_001,1
,,,,,,,,,116927_003,1
,,,,,,,,,116927_004,1
,,,,,,,,,151803_001,1
,,,,,,,,,164719_002,1
,,,,,,,,,83543_005,1
,,,,,,,,,83543_012,1
,,,,,,,,,150322_001,1
,,,,,,,,,150322_002,1
,,,,,,,,,150322_003,1
,,,,,,,,,150322_005,1
,,,,,,,,,139438_002,1
,,,,,,,,,139438_003,1
,,,,,,,,,139438_004,1
,,,,,,,,,139438_005,1
,,,,,,,,,139438_006,1
,,,,,,,,,139438_007,1
,,,,,,,,,139438_008,1
,,,,,,,,,139438_009,1
,,,,,,,,,139438_010,1
,,,,,,,,,139438_011,1
,,,,,,,,,127373_001,1
,,,,,,,,,127373_002,1
,,,,,,,,,127373_003,1
,,,,,,,,,127373_005,1
,,,,,,,,,127373_006,1
,,,,,,,,,127373_007,1
,,,,,,,,,127373_008,1
,,,,,,,,,127373_009,1
,,,,,,,,,127373_010,1
,,,,,,,,,127373_011,1
,,,,,,,,,127373_012,1
,,,,,,,,,127373_013,1
,,,,,,,,,127373_014,1
,,,,,,,,,127373_015,1
,,,,,,,,,127373_016,1
,,,,,,,,,147450_001,1
,,,,,,,,,147450_002,1
,,,,,,,,,147450_003,1
,,,,,,,,,147450_004,1
,,,,,,,,,147450_005,1
,,,,,,,,,147450_006,1
,,,,,,,,,147450_007,1
,,,,,,,,,147450_008,1
,,,,,,,,,150165_001,1
,,,,,,,,,150165_001,1
,,,,,,,,,131628_010,1
,,,,,,,,,144194_001,1
,,,,,,,,,148380_001,1
,,,,,,,,,127077_001,1
,,,,,,,,,127077_002,1
,,,,,,,,,129242_001,1
,,,,,,,,,129242_003,1
,,,,,,,,,129242_004,1
,,,,,,,,,129242_008,1
,,,,,,,,,129242_009,1
,,,,,,,,,129242_011,1
,,,,,,,,,129242_012,1
,,,,,,,,,129242_013,1
,,,,,,,,,129242_014,1
,,,,,,,,,129242_015,1
,,,,,,,,,149409_001,1
,,,,,,,,,149409_002,1
,,,,,,,,,111508_001,1
,,,,,,,,,111508_002,1
,,,,,,,,,111508_003,1
,,,,,,,,,111508_005,1
,,,,,,,,,111508_006,1
,,,,,,,,,111508_008,1
,,,,,,,,,111508_009,1
,,,,,,,,,111508_010,1
,,,,,,,,,111508_011,1
,,,,,,,,,111508_012,1
,,,,,,,,,125430_001,1
,,,,,,,,,125430_002,1
,,,,,,,,,127877_001,1
,,,,,,,,,127877_002,1
,,,,,,,,,127877_003,1
,,,,,,,,,127877_004,1
,,,,,,,,,127877_005,1
,,,,,,,,,127877_006,1
,,,,,,,,,127877_007,1
,,,,,,,,,127877_008,1
,,,,,,,,,127877_009,1
,,,,,,,,,127877_010,1
,,,,,,,,,127877_011,1
,,,,,,,,,127877_012,1
,,,,,,,,,131019_001,1
,,,,,,,,,128140_001,1
,,,,,,,,,128140_004,1
,,,,,,,,,128140_005,1
,,,,,,,,,128140_007,1
,,,,,,,,,131991_003,1
,,,,,,,,,149409_001,1
,,,,,,,,,149409_002,1
,,,,,,,,,151803_001,1
,,,,,,,,,129242_001,1
,,,,,,,,,129242_003,1
,,,,,,,,,129242_004,1
,,,,,,,,,129242_008,1
,,,,,,,,,129242_009,1
,,,,,,,,,129242_011,1
,,,,,,,,,129242_012,1
,,,,,,,,,129242_013,1
,,,,,,,,,129242_014,1
,,,,,,,,,129242_015,1
,,,,,,,,,7902_002,1
,,,,,,,,,7902_004,1
,,,,,,,,,7902_005,1
,,,,,,,,,7902_006,1
,,,,,,,,,7902_007,1
,,,,,,,,,7902_008,1
,,,,,,,,,7902_009,1
,,,,,,,,,7902_011,1
,,,,,,,,,7902_012,1
,,,,,,,,,7902_014,1
,,,,,,,,,7902_015,1
,,,,,,,,,7902_016,1
,,,,,,,,,7902_017,1
,,,,,,,,,7902_018,1
,,,,,,,,,7902_019,1
,,,,,,,,,7902_020,1
,,,,,,,,,7902_021,1
,,,,,,,,,7902_022,1
,,,,,,,,,7902_023,1
,,,,,,,,,147450_001,1
,,,,,,,,,147450_002,1
,,,,,,,,,147450_003,1
,,,,,,,,,147450_004,1
,,,,,,,,,147450_005,1
,,,,,,,,,147450_006,1
,,,,,,,,,147450_007,1
,,,,,,,,,147450_008,1
,,,,,,,,,131991_003,1
,,,,,,,,,128140_001,1
,,,,,,,,,128140_004,1
,,,,,,,,,128140_005,1
,,,,,,,,,128140_007,1
,,,,,,,,,149782_001,1
,,,,,,,,,149782_002,1
,,,,,,,,,149782_004,1
,,,,,,,,,139438_001,1
,,,,,,,,,139438_002,1
,,,,,,,,,139438_003,1
,,,,,,,,,139438_004,1
,,,,,,,,,139438_005,1
,,,,,,,,,139438_006,1
,,,,,,,,,139438_007,1
,,,,,,,,,139438_008,1
,,,,,,,,,139438_009,1
,,,,,,,,,139438_010,1
,,,,,,,,,139438_011,1
,,,,,,,,,155618_001,1
,,,,,,,,,155618_002,1
,,,,,,,,,142763_003,1
,,,,,,,,,125430_001,1
,,,,,,,,,125430_002,1
,,,,,,,,,116927_001,1
,,,,,,,,,116927_003,1
,,,,,,,,,116927_004,1
,,,,,,,,,127077_001,1
,,,,,,,,,127077_002,1
,,,,,,,,,131628_010,1
,,,,,,,,,83543_005,1
,,,,,,,,,83543_012,1
,,,,,,,,,127373_001,1
,,,,,,,,,127373_002,1
,,,,,,,,,127373_003,1
,,,,,,,,,127373_005,1
,,,,,,,,,127373_006,1
,,,,,,,,,127373_007,1
,,,,,,,,,127373_008,1
,,,,,,,,,127373_009,1
,,,,,,,,,127373_010,1
,,,,,,,,,127373_011,1
,,,,,,,,,127373_012,1
,,,,,,,,,127373_013,1
,,,,,,,,,127373_014,1
,,,,,,,,,127373_015,1
,,,,,,,,,127373_016,1
,,,,,,,,,127877_001,1
,,,,,,,,,127877_002,1
,,,,,,,,,127877_003,1
,,,,,,,,,127877_004,1
,,,,,,,,,127877_005,1
,,,,,,,,,127877_006,1
,,,,,,,,,127877_007,1
,,,,,,,,,127877_008,1
,,,,,,,,,127877_009,1
,,,,,,,,,127877_010,1
,,,,,,,,,127877_011,1
,,,,,,,,,127877_012,1
,,,,,,,,,5799_011,1
,,,,,,,,,5799_012,1
,,,,,,,,,5799_017,1
,,,,,,,,,5799_018,1
,,,,,,,,,148380_001,1
,,,,,,,,,111508_001,1
,,,,,,,,,111508_002,1
,,,,,,,,,111508_003,1
,,,,,,,,,111508_005,1
,,,,,,,,,111508_006,1
,,,,,,,,,111508_008,1
,,,,,,,,,111508_009,1
,,,,,,,,,111508_010,1
,,,,,,,,,111508_011,1
,,,,,,,,,111508_012,1
,,,,,,,,,97501_008,1
,,,,,,,,,98841_001,1
,,,,,,,,,144194_001,1